,id,popularity,release_date,title,vote_average,vote_count,release_year,release_month
1391,341087,0.736,1992-05-21,Narcos,8.0,4,1992.0,5.0
1392,436975,0.6,1956-01-01,Narcissus,0.0,0,1956.0,1.0
1393,449440,0.6,2007-01-01,Narcofosas,0.0,0,2007.0,1.0
1394,206756,0.6,1940-02-10,Narcisse,0.0,0,1940.0,2.0
1395,291355,0.6,2000-07-01,Narcosys,0.0,0,2000.0,7.0
1396,473122,0.6,2011-08-30,Narcocorrido,7.0,1,2011.0,8.0
1397,569341,0.6,2011-01-01,Narcolepsy,0.0,0,2011.0,1.0
1398,574882,0.6,2014-07-18,Narcissists,0.0,0,2014.0,7.0
1399,257563,0.6,1983-08-18,Narcissus,5.5,4,1983.0,8.0
1400,273445,0.6,2014-05-20,Narcose,0.0,0,2014.0,5.0
1401,278232,0.6,1985-01-01,New Drug City,7.0,2,1985.0,1.0
1402,282991,0.6,2012-05-10,Narcissus,0.0,0,2012.0,5.0
1403,6723,7.68,1990-12-06,The Rookie,5.7,216,1990.0,12.0
1404,14635,7.483,2002-03-25,The Rookie,6.7,168,2002.0,3.0
1405,21845,5.7,1993-07-07,Rookie of the Year,5.7,118,1993.0,7.0
1406,208650,1.213,1959-12-01,The Rookie,0.0,0,1959.0,12.0
1407,223813,0.632,1939-04-28,The Rookie Cop,0.0,0,1939.0,4.0
1408,236489,0.6,1941-11-01,The Rookie Bear,4.0,2,1941.0,11.0
1409,329947,0.6,1936-05-31,The Rookie Fireman,0.0,0,1936.0,5.0
1410,282790,0.6,1943-08-19,The Adventures of a Rookie,0.0,0,1943.0,8.0
1411,302033,0.742,1955-12-07,Screen Directors Playhouse: Rookie of the Year,6.3,2,1955.0,12.0
1412,546110,1.471,2019-07-05,The Rookies,0.0,0,2019.0,7.0
1413,252967,0.6,1972-03-08,The Rookies,6.0,1,1972.0,3.0
1414,275287,0.892,2010-11-16,LEGO Hero Factory: Rise of the Rookies,0.0,0,2010.0,11.0
1415,313023,0.851,2013-01-16,#Rookie93 Marc Marquez: Beyond the Smile,0.0,0,2013.0,1.0
1416,75428,0.6,2009-05-30,Rookies the Movie: Graduation,2.0,3,2009.0,5.0
1417,9082,1.634,2002-02-10,Blind Spot: Hitler's Secretary,6.4,12,2002.0,2.0
1418,19,10.813,1927-01-10,Metropolis,8.2,1121,1927.0,1.0
1419,9606,6.737,2001-05-26,Metropolis,7.0,175,2001.0,5.0
1420,507788,0.6,2015-07-13,Metropolis,0.0,0,2015.0,7.0
1421,55463,0.952,2010-12-07,Dark Metropolis,1.5,2,2010.0,12.0
1422,123864,0.83,2002-08-31,Leaving Metropolis,5.3,6,2002.0,8.0
1423,287756,0.624,2010-02-13,Metropolis Refound,5.0,1,2010.0,2.0
1424,290298,0.629,2014-06-03,African Metropolis,10.0,1,2014.0,6.0
1425,411809,0.6,1988-01-02,"M, Metrópolis",0.0,0,1988.0,1.0
1426,258624,0.6,2014-02-27,Metropolis II,6.0,1,2014.0,2.0
1427,240389,0.666,2003-02-19,The Metropolis Case,0.0,0,2003.0,2.0
1428,57154,0.6,2010-02-12,Voyage to Metropolis,5.4,5,2010.0,2.0
1429,48490,2.082,1983-06-10,The New Barbarians,4.2,24,1983.0,6.0
1430,178357,1.373,2007-05-22,Jesse Cook - One Night at the Metropolis,5.0,1,2007.0,5.0
1431,7277,0.635,1961-10-25,The Giant of Metropolis,5.0,1,1961.0,10.0
1432,390021,0.852,2015-09-04,Public Enemy - Live From  Metropolis Studios,0.0,0,2015.0,9.0
1433,82724,0.6,2010-09-16,Jimi Hendrix: Metropolis ARTE,10.0,1,2010.0,9.0
1434,427184,0.6,2008-02-12,Metric: Live at Metropolis,0.0,0,2008.0,2.0
1435,413883,0.6,2015-10-16,Nazareth - Live at the Metropolis,0.0,0,2015.0,10.0
1436,355703,0.6,,Public Enemy: Live from Metropolis Studios,0.0,0,,
1437,386299,0.6,1993-11-15,"Dream Theater: [1993] Game, Set, Metropolis!",0.0,0,1993.0,11.0
1438,19460,3.474,2001-08-16,Son of the Bride,7.7,71,2001.0,8.0
1439,22616,1.482,1991-01-01,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,4.5,8,1991.0,1.0
1440,361933,0.6,2005-07-22,Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror,0.0,0,2005.0,7.0
1441,9357,6.558,2002-08-21,One Hour Photo,6.6,765,2002.0,8.0
1442,9962,8.762,2002-01-12,The Good Girl,6.0,281,2002.0,1.0
1443,227520,0.6,1931-05-20,The Good Bad Girl,7.0,1,1931.0,5.0
1444,272926,0.6,2008-01-01,Amy Winehouse: The Girl Done Good - A Documentary Review,0.0,0,2008.0,1.0
1445,14741,4.368,1977-11-30,The Goodbye Girl,7.1,58,1977.0,11.0
1446,66722,1.075,2004-01-16,The Goodbye Girl,4.2,3,2004.0,1.0
1447,469192,0.979,2017-08-02,The Good Time Girls,9.7,3,2017.0,8.0
1448,541339,2.147,2018-10-22,The Good Girls,5.0,1,2018.0,10.0
1449,584000,1.4,1987-12-05,The Goodbye Girls,0.0,0,1987.0,12.0
1450,290447,0.6,1997-01-01,Kiss the Girls Goodbye,0.0,0,1997.0,1.0
1451,564462,0.6,,The Goodbye Girl,0.0,0,,
1452,27419,1.585,1960-04-22,Les Bonnes Femmes,6.3,13,1960.0,4.0
1453,61191,0.651,1969-03-21,What's Good for the Goose,8.0,2,1969.0,3.0
1454,4147,12.964,2002-07-12,Road to Perdition,7.3,1773,2002.0,7.0
1455,15647,5.71,2001-04-21,Kissing Jessica Stein,6.1,94,2001.0,4.0
1456,6007,4.003,2001-03-16,Elling,7.2,74,2001.0,3.0
1457,11166,1.783,2003-10-10,Mother's Elling,5.6,8,2003.0,10.0
1458,12076,0.716,2005-09-23,Elsk meg i morgen,5.7,3,2005.0,9.0
1459,516049,0.6,2012-05-29,"Kurt Elling - Festival Jazz a Saint-Germain-des-Pres, Paris",7.0,1,2012.0,5.0
1460,194953,0.6,2012-01-01,The Ellington Kid,10.0,1,2012.0,1.0
1461,321588,0.6,1989-01-01,The Royal Ellington Concert,0.0,0,1989.0,1.0
1462,390442,0.6,2015-10-16,Last Night at the Ellington,0.0,0,2015.0,10.0
1463,473863,0.6,,Duke Ellington's Sacred Concerts,0.0,0,,
1464,309094,0.6,1940-01-01,Big Band: Artie Shaw & Duke Ellington,0.0,0,1940.0,1.0
1465,200024,0.6,1974-12-31,On the Road with Duke Ellington,0.0,0,1974.0,12.0
1466,276263,0.6,2000-01-01,Duke Ellington & His Orchestra 1929-1943,0.0,0,2000.0,1.0
1467,350656,0.6,,As Damas Sofisticadas de Duke Ellington,0.0,0,,
1468,310619,0.6,,Duke Ellington / Lionel Hampton: Swing Era,0.0,0,,
1469,321363,0.6,1991-01-01,The Lou Rawls Show with Duke Ellington,0.0,0,1991.0,1.0
1470,153713,0.6,2007-05-21,Jazz Icons: Duke Ellington: Live in '58,0.0,0,2007.0,5.0
1471,271332,0.6,2004-01-01,Swing Era: Duke Ellington - In Hollywood,0.0,0,2004.0,1.0
1472,150351,0.703,,Duke Ellington & Sarah Vaughan  Live At The Berlin Philharmonic Hall 1989,3.8,2,,
1473,311850,0.6,1965-01-01,Duke Ellington: Love You Madly / A Concert of Sacred Music at Grace Cathedral,0.0,0,1965.0,1.0
1474,9428,10.942,2001-10-12,The Royal Tenenbaums,7.4,2188,2001.0,10.0
1475,30309,3.569,2002-01-13,Real Women Have Curves,6.0,35,2002.0,1.0
1476,11447,5.284,2001-03-09,The Son's Room,7.1,159,2001.0,3.0
1477,18602,4.454,2002-12-20,Morvern Callar,7.1,61,2002.0,12.0
1478,8051,6.126,2002-10-25,Punch-Drunk Love,7.0,937,2002.0,10.0
1479,590,7.399,2002-12-27,The Hours,7.3,823,2002.0,12.0
1480,300673,11.288,2016-01-25,The Finest Hours,6.4,908,2016.0,1.0
1481,411873,9.008,2017-06-30,The Little Hours,5.6,182,2017.0,6.0
1482,300671,15.597,2016-01-13,13 Hours: The Secret Soldiers of Benghazi,7.0,1516,2016.0,1.0
1483,18612,3.859,1955-10-05,The Desperate Hours,7.1,43,1955.0,10.0
1484,364220,2.933,2017-06-15,The Keeping Hours,6.8,33,2017.0,6.0
1485,18045,2.924,2005-03-11,The Dark Hours,6.0,40,2005.0,3.0
1486,99345,2.146,1960-06-13,The Gallant Hours,5.3,4,1960.0,6.0
1487,536172,1.4,,The Amateur Hours.,0.0,0,,
1488,45787,1.469,1952-09-01,The Big Frame,2.5,3,1952.0,9.0
1489,209440,2.076,2013-10-24,The Empty Hours,6.7,10,2013.0,10.0
1490,23924,2.329,1942-12-07,Went the Day Well?,7.8,17,1942.0,12.0
1491,54100,1.42,2011-01-22,The Off Hours,5.2,8,2011.0,1.0
1492,561079,1.312,2018-11-08,WWI: The Final Hours,0.0,0,2018.0,11.0
1493,376575,2.278,2016-11-09,48 Hours to Live,6.6,7,2016.0,11.0
1494,106493,1.884,2011-10-06,The History of the World in 2 Hours,5.8,20,2011.0,10.0
1495,537372,0.837,2018-03-26,The Shadow Hours,0.0,0,2018.0,3.0
1496,34146,1.071,1953-04-01,Count the Hours,5.0,4,1953.0,4.0
1497,102514,1.285,2003-06-06,The Hours of the Day,4.3,3,2003.0,6.0
1498,533071,0.84,2011-08-26,"The Thing: 27,000 Hours",0.0,0,2011.0,8.0
1499,57946,0.811,2002-06-29,Margaret Cho: Notorious C.H.O.,5.6,5,2002.0,6.0
1500,10611,8.353,2002-04-01,Barbershop,6.1,201,2002.0,4.0
1501,326423,7.415,2016-04-15,Barbershop: The Next Cut,6.1,241,2016.0,4.0
1502,21301,7.505,2004-01-20,Barbershop 2:  Back in Business,5.6,120,2004.0,1.0
1503,457784,1.911,2017-05-12,Agent 327: Operation Barbershop,7.7,3,2017.0,5.0
1504,83373,1.055,2011-11-11,Barbershop Punk,6.3,3,2011.0,11.0
1505,152218,1.017,1894-01-01,The Barbershop,5.2,12,1894.0,1.0
1506,590976,0.6,,Q's Barbershop,0.0,0,,
1507,243543,0.6,2013-06-01,Shuffleton's Barbershop,6.0,1,2013.0,6.0
1508,51820,1.29,2005-01-13,The Salon,3.5,1,2005.0,1.0
1509,253457,0.6,2004-07-20,Barbershop Blues,0.0,0,2004.0,7.0
1510,15911,0.773,2008-01-01,The Village Barbershop,7.5,6,2008.0,1.0
1511,390870,1.165,2016-03-31,ASMR Charlie Rose Barbershop Role Play,1.5,2,2016.0,3.0
1512,483448,0.6,1967-05-02,The Barbershop of Sun,0.0,0,1967.0,5.0
1513,461552,0.6,2015-04-23,Son In The Barbershop,0.0,0,2015.0,4.0
1514,537186,0.6,2016-03-05,More than a Barbershop,7.0,1,2016.0,3.0
1515,122913,0.92,1983-03-27,Joe's Bed-Stuy Barbershop: We Cut Heads,8.0,2,1983.0,3.0
1516,4012,5.483,2001-10-10,The Believer,7.1,285,2001.0,10.0
1517,215822,0.6,1977-01-01,The Believer's Heaven,0.0,0,1977.0,1.0
1518,32076,3.572,1987-06-09,The Believers,6.1,63,1987.0,6.0
1519,496784,0.6,2003-10-07,Billy Blanks' TaeBo Believer's Workout: The Strength Within,0.0,0,2003.0,10.0
1520,139327,0.6,2012-10-16,The Believers,0.0,0,2012.0,10.0
1521,334681,0.779,2015-04-16,Among the Believers,7.1,12,2015.0,4.0
1522,292549,0.6,2012-07-24,The Young Believers,0.0,0,2012.0,7.0
1523,103688,0.6,2000-06-28,Daydream Believers: The Monkees Story,4.0,2,2000.0,6.0
1524,591867,0.0,2019-03-24,The Believers Are But Brothers,0.0,0,2019.0,3.0
1525,10996,9.823,2002-07-19,Stuart Little 2,5.6,1217,2002.0,7.0
1526,556488,2.276,2018-11-29,All or Nothing,3.5,2,2018.0,11.0
1527,12454,2.995,2002-05-17,All or Nothing,7.1,54,2002.0,5.0
1528,13116,1.183,2007-02-03,UFC 67: All or Nothing,8.7,3,2007.0,2.0
1529,347674,0.977,2015-06-30,Rivers 9,6.5,2,2015.0,6.0
1530,261089,0.6,2013-01-01,All or Nothing,0.0,0,2013.0,1.0
1531,322644,0.6,2014-01-01,All or Nothing 2,0.0,0,2014.0,1.0
1532,525555,0.6,2014-01-01,All or Nothing,0.0,0,2014.0,1.0
1533,80522,0.6,2009-09-22,All or Nothing,4.8,2,2009.0,9.0
1534,33246,0.6,2003-07-01,All or Nothing,0.0,0,2003.0,7.0
1535,99652,0.844,2010-03-30,Small Faces: All Or Nothing 1965 -1968,0.0,0,2010.0,3.0
1536,319593,0.6,2014-12-10,All or Nothing in Japan,0.0,0,2014.0,12.0
1537,340084,0.6,2014-07-06,2NE1 World Tour All or Nothing,0.0,0,2014.0,7.0
1538,11211,0.6,2006-08-08,Bring It On: All or Nothing,6.1,306,2006.0,8.0
1539,121063,0.6,2009-03-30,Prime Circle All or Nothing Live,4.3,2,2009.0,3.0
1540,427152,0.644,2017-01-12,All or Nothing,5.5,5,2017.0,1.0
1541,361786,0.6,2014-10-03,Blanket Statement #2: It's All or Nothing,0.0,0,2014.0,10.0
1542,10293,4.656,1983-02-23,Pauline at the Beach,7.5,42,1983.0,2.0
1543,518538,1.788,2018-08-16,Pauline Enslaved,0.0,0,2018.0,8.0
1544,137370,2.367,2012-10-01,Pauline detective,5.4,38,2012.0,10.0
1545,347136,0.984,2010-11-18,Pauline,5.8,9,2010.0,11.0
1546,319230,0.6,2015-01-01,Pauline,10.0,1,2015.0,1.0
1547,25110,1.063,2001-06-27,Pauline & Paulette,6.8,10,2001.0,6.0
1548,370879,0.904,2015-12-23,Oh La La Pauline!,7.3,6,2015.0,12.0
1549,36821,1.4,1914-03-31,The Perils of Pauline,5.8,6,1914.0,3.0
1550,209161,0.874,2010-09-21,Pauline et François,2.0,1,2010.0,9.0
1551,532095,0.84,,Pauline à la ferme,0.0,0,,
1552,277673,0.6,2014-06-19,Pauline Alone,2.0,1,2014.0,6.0
1553,345259,1.4,2015-07-29,Les chaises musicales,3.4,9,2015.0,7.0
1554,323031,0.6,2001-08-09,Der Mistkerl,0.0,0,2001.0,8.0
1555,149687,0.747,1947-07-04,The Perils of Pauline,8.0,1,1947.0,7.0
1556,565791,0.6,1978-01-25,Pauline et l'ordinateur,0.0,0,1978.0,1.0
1557,190477,0.627,1933-11-05,Perils of Pauline,0.0,0,1933.0,11.0
1558,409340,0.6,2016-07-31,Pauline Hanson: Please Explain!,0.0,0,2016.0,7.0
1559,426139,0.6,1936-03-13,Paul und Pauline,0.0,0,1936.0,3.0
1560,171908,0.6,1967-08-02,The Perils of Pauline,0.0,0,1967.0,8.0
1561,342897,0.876,2003-01-06,Geschichten aus dem Nachbarhaus: Pauline & Co.,0.0,0,2003.0,1.0
1562,13497,6.828,2002-12-13,Drumline,6.2,167,2002.0,12.0
1563,299513,2.955,2014-10-27,Drumline: A New Beat,5.6,20,2014.0,10.0
1564,97447,0.679,2002-05-16,Satin Rouge,5.0,1,2002.0,5.0
1565,14290,3.028,2002-01-12,Better Luck Tomorrow,6.6,35,2002.0,1.0
1566,13435,7.436,2002-12-19,Antwone Fisher,6.8,208,2002.0,12.0
1567,43772,0.728,2001-01-01,Secret Ballot,6.0,4,2001.0,1.0
1568,57022,2.544,2002-06-21,Sunshine State,5.9,14,2002.0,6.0
1569,246936,0.6,2012-02-27,The Sunshine State,0.0,0,2012.0,2.0
1570,591622,0.6,2018-04-15,Sunshine State of Mind,0.0,0,2018.0,4.0
1571,510782,0.6,2007-01-01,Sunshine State (Extended Forecast),0.0,0,2007.0,1.0
1572,385953,0.6,2007-03-04,Cracker Crazy: Invisible Histories of the Sunshine State,0.0,0,2007.0,3.0
1573,254903,0.6,2010-09-30,The 904,0.0,0,2010.0,9.0
1574,14940,4.072,2008-09-09,Gigantic,5.7,75,2008.0,9.0
1575,311169,0.6,2014-11-10,Gigantic,0.0,0,2014.0,11.0
1576,547110,0.6,2021-01-07,Gigantic,0.0,0,2021.0,1.0
1577,372010,0.6,2014-02-01,The Gigantic Carrot,0.0,0,2014.0,2.0
1578,84235,0.6,1988-04-15,Thunder of Gigantic Serpent,4.0,1,1988.0,4.0
1579,324685,0.6,2015-02-10,This Gigantic Furrowing of the Ground,0.0,0,2015.0,2.0
1580,518180,0.6,2017-06-29,DEFY4 Gigantic - Tag 1,0.0,0,2017.0,6.0
1581,518183,0.6,2017-06-30,DEFY5 Gigantic - Tag 2,0.0,0,2017.0,6.0
1582,30055,0.665,2002-01-01,Gigantic (A Tale Of Two Johns),8.0,2,2002.0,1.0
1583,319925,0.6,2000-01-01,Tony Hawk's Gigantic Skatepark Tour 2000,0.0,0,2000.0,1.0
1584,318756,0.6,2001-09-10,Tony Hawk's Gigantic Skatepark Tour 2001,0.0,0,2001.0,9.0
1585,573334,0.6,2009-12-20,A Night at the Movies: The Gigantic World of Epics,0.0,0,2009.0,12.0
1586,63203,0.6,2004-12-01,The Most Gigantic Lying Mouth of All Time,0.0,0,2004.0,12.0
1587,1661,4.158,1999-09-30,Gigantics,7.9,44,1999.0,9.0
1588,177566,2.609,2013-03-12,Jack the Giant Killer,3.2,32,2013.0,3.0
1589,498623,0.6,,大怪獸台灣上陸,0.0,0,,
1590,107439,0.76,1901-01-01,The Devil and the Statue,5.7,13,1901.0,1.0
1591,1958,7.038,2002-01-08,8 Women,7.0,394,2002.0,1.0
1592,11332,1.44,1999-05-22,8 ½ Women,6.3,19,1999.0,5.0
1593,498567,0.6,2006-10-22,SHIMMER Women Athletes Volume 8,8.0,1,2006.0,10.0
1594,167092,0.777,1984-07-25,Hell Penitentiary,5.5,5,1984.0,7.0
1595,14317,6.242,2002-12-20,The Wild Thornberrys Movie,5.8,97,2002.0,12.0
1596,400579,14.819,2018-05-04,Tully,6.9,545,2018.0,5.0
1597,20861,1.7,2002-11-01,Tully,6.5,10,2002.0,11.0
1598,145826,0.905,1972-12-01,Ooh... You Are Awful,5.1,10,1972.0,12.0
1599,30586,1.764,2002-01-11,Biggie and Tupac,6.4,40,2002.0,1.0
1600,477785,0.84,2017-09-24,Who Shot Biggie & Tupac,6.0,1,2017.0,9.0
1601,368835,0.628,2015-08-08,Murder Rap: Inside the Biggie and Tupac Murders,8.2,8,2015.0,8.0
1602,425,22.638,2002-03-10,Ice Age,7.2,7195,2002.0,3.0
1603,57800,18.921,2012-06-26,Ice Age: Continental Drift,6.3,4401,2012.0,6.0
1604,278154,17.994,2016-06-23,Ice Age: Collision Course,5.9,2314,2016.0,6.0
1605,950,17.579,2006-03-29,Ice Age: The Meltdown,6.6,5551,2006.0,3.0
1606,8355,20.511,2009-06-29,Ice Age: Dawn of the Dinosaurs,6.6,4369,2009.0,6.0
1607,79218,11.567,2011-11-24,Ice Age: A Mammoth Christmas,6.2,307,2011.0,11.0
1608,59722,4.959,2011-06-27,2012: Ice Age,3.9,115,2011.0,6.0
1609,387893,7.438,2016-03-20,Ice Age: The Great Egg-Scapade,6.2,212,2016.0,3.0
1610,558427,1.4,2017-01-01,Ice Age,0.0,0,2017.0,1.0
1611,297544,2.103,2014-12-09,Age of Ice,2.7,20,2014.0,12.0
1612,573765,1.028,2009-01-01,Ice Age: Chillin’ With Scrat,0.0,0,2009.0,1.0
1613,343135,0.6,1974-01-01,The New Ice Age,0.0,0,1974.0,1.0
1614,385048,0.6,2015-01-01,Ice Age,6.0,3,2015.0,1.0
1615,576435,0.6,2010-02-24,A New Ice Age,0.0,0,2010.0,2.0
1616,377257,0.6,2001-01-01,Ice Age Survivors,0.0,0,2001.0,1.0
1617,256326,0.6,2013-04-14,The Fabulous Ice Age,6.8,5,2013.0,4.0
1618,556039,0.84,2012-01-01,How to Destroy Angels: Ice Age,0.0,0,2012.0,1.0
1619,472108,0.6,,Naked Science : Ice Age Meltdown,0.0,0,,
1620,258667,0.6,2013-02-15,Titans of the Ice Age,10.0,1,2013.0,2.0
1621,256754,0.6,2007-01-01,Gulf Stream and the Next Ice Age,7.0,1,2007.0,1.0
1622,29339,6.868,2002-12-27,Nicholas Nickleby,6.9,75,2002.0,12.0
1623,193875,0.6,1912-03-18,Nicholas Nickleby,6.5,1,1912.0,3.0
1624,83031,0.825,1947-03-12,The Life and Adventures of Nicholas Nickleby,7.5,4,1947.0,3.0
1625,281725,0.781,2001-04-08,The Life and Adventures of Nicholas Nickleby,6.8,5,2001.0,4.0
1626,65,14.413,2002-11-08,8 Mile,7.0,3240,2002.0,11.0
1627,582954,0.84,,"You Was At The Club, Bottoms Up When I First Met You (8 Mile Edition)",0.0,0,,
1628,428425,0.6,,The 800 Mile Wall,0.0,0,,
1629,351996,0.6,2004-03-07,PWG 88 Miles Per Hour,0.0,0,2004.0,3.0
1630,355904,0.629,2011-10-24,Miles Davis - The Definitive Miles Davis At Montreux - Afternoon July 8 TH 1984,7.0,1,2011.0,10.0
1631,355900,0.6,2011-10-24,Miles Davis - The Definitive Miles Davis At Montreux July 8 TH 1973,7.0,1,2011.0,10.0
1632,355926,0.6,2011-10-24,Miles Davis - The Definitive Miles Davis At Montreux - Evening July 8 TH 1984,7.0,1,2011.0,10.0
1633,178138,0.6,2009-03-14,8000 Miles,0.0,0,2009.0,3.0
1634,261512,0.6,2010-06-26,8000 Miles 2: Girls Rapper,0.0,0,2010.0,6.0
1635,1537,9.395,2002-04-07,Changing Lanes,6.1,479,2002.0,4.0
1636,14778,3.982,2001-09-10,Last Orders,6.1,31,2001.0,9.0
1637,383534,0.6,1997-10-01,Last Orders,0.0,0,1997.0,10.0
1638,389489,0.6,2012-10-26,Chas & Dave Last Orders,6.0,1,2012.0,10.0
1639,39141,4.143,2002-11-01,Tadpole,5.8,31,2002.0,11.0
1640,467930,0.6,2011-07-25,Tadpole,5.0,1,2011.0,7.0
1641,80974,0.6,1987-01-01,Tadpole and the Whale,6.0,3,1987.0,1.0
1642,12277,6.639,2002-05-31,Undercover Brother,5.5,174,2002.0,5.0
1643,11013,8.151,2002-01-11,Secretary,6.8,629,2002.0,1.0
1644,38721,2.934,1936-02-28,Wife vs. Secretary,6.9,19,1936.0,2.0
1645,257783,0.872,1938-09-09,Personal Secretary,0.0,0,1938.0,9.0
1646,36499,1.126,1933-06-10,His Private Secretary,5.2,7,1933.0,6.0
1647,43789,1.45,1941-02-21,Andy Hardy's Private Secretary,5.7,3,1941.0,2.0
1648,558185,0.84,1947-01-01,Duties Of A Secretary,0.0,0,1947.0,1.0
1649,122982,0.6,1995-04-12,The Secretary,0.0,0,1995.0,4.0
1650,18703,0.741,1948-11-05,My Dear Secretary,6.0,5,1948.0,11.0
1651,268742,0.891,2007-02-28,Confessions of a Diary Secretary,0.0,0,2007.0,2.0
1652,437779,0.6,1931-01-01,The Private Secretary,0.0,0,1931.0,1.0
1653,329093,0.6,1924-01-02,The Chief Secretary,0.0,0,1924.0,1.0
1654,426611,0.6,1942-11-30,The District Secretary,6.0,1,1942.0,11.0
1655,437977,0.6,1976-11-17,Confessions of a Secretary,0.0,0,1976.0,11.0
1656,413030,0.622,1935-08-26,The Private Secretary,0.0,0,1935.0,8.0
1657,188665,0.62,1931-09-05,Secrets of a Secretary,5.5,2,1931.0,9.0
1658,221371,0.601,1916-09-16,The Social Secretary,5.7,3,1916.0,9.0
1659,268735,0.6,2005-10-10,A Very Social Secretary,6.0,2,2005.0,10.0
1660,188996,0.6,1936-12-24,More Than a Secretary,6.5,4,1936.0,12.0
1661,337970,0.6,1937-02-26,Her Husband's Secretary,5.0,1,1937.0,2.0
1662,244295,0.992,2010-05-01,"Guru: Bhagwan, His Secretary & His Bodyguard",5.0,3,2010.0,5.0
1663,4547,15.142,2002-03-29,Panic Room,6.7,2362,2002.0,3.0
1664,293452,6.17,2016-09-09,The Disappointments Room,4.4,261,2016.0,9.0
1665,158873,1.122,1960-12-14,The Tell-Tale Heart,6.0,6,1960.0,12.0
1666,3131,15.117,2002-12-14,Gangs of New York,7.2,3346,2002.0,12.0
1667,25887,0.714,1938-05-23,Gangs of New York,4.0,2,1938.0,5.0
1668,426362,0.6,,Uncovering the Real Gangs of New York,6.0,1,,
1669,9685,6.051,2002-09-13,Igby Goes Down,6.5,141,2002.0,9.0
1670,44768,1.927,2001-11-03,Warm Water Under a Red Bridge,6.6,15,2001.0,11.0
1671,8346,8.789,2002-02-22,My Big Fat Greek Wedding,6.3,1104,2002.0,2.0
1672,302688,8.112,2016-03-23,My Big Fat Greek Wedding 2,5.7,566,2016.0,3.0
1673,1360,10.093,2002-08-29,Frida,7.5,915,2002.0,8.0
1674,554596,7.302,2019-03-15,No manches Frida 2,10.0,2,2019.0,3.0
1675,375794,5.819,2016-09-02,No manches Frida,7.3,124,2016.0,9.0
1676,329224,0.6,1982-01-01,Frida Kahlo,1.0,1,1982.0,1.0
1677,153412,0.641,2011-09-29,Chez Frida Kahlo,7.0,1,2011.0,9.0
1678,123057,0.686,1986-03-13,"Frida, naturaleza viva",5.0,2,1986.0,3.0
1679,496964,0.6,,At Frida Kahlo's,0.0,0,,
1680,10634,9.985,1995-04-26,Friday,7.1,799,1995.0,4.0
1681,121814,0.727,1991-08-22,Frida - Straight from the Heart,5.0,4,1991.0,8.0
1682,320192,0.6,,Biography: Frida Kahlo,0.0,0,,
1683,310130,0.905,1994-03-18,Frække Frida og de frygtløse spioner,4.0,1,1994.0,3.0
1684,476087,0.6,1970-03-06,Frida och hennes vän,0.0,0,1970.0,3.0
1685,429363,0.6,1983-01-01,Frida Kahlo & Tina Modotti,5.0,1,1983.0,1.0
1686,385331,0.6,2015-01-01,The Legacy of Frida Kahlo,0.0,0,2015.0,1.0
1687,385689,0.6,2016-03-10,In Search of Frida Kahlo,0.0,0,2016.0,3.0
1688,559618,1.4,2017-06-01,Last Drinks at Frida's,0.0,0,2017.0,6.0
1689,555220,0.6,2017-01-08,"Frida Kahlo, Diego Rivera, une passion dévorante",0.0,0,2017.0,1.0
1690,499575,0.6,2016-06-11,Frida and Diego: The Australian Years,0.0,0,2016.0,6.0
1691,217358,0.6,2005-03-22,The Life and Times of Frida Kahlo,5.5,2,2005.0,3.0
1692,10330,9.825,2003-08-03,Freaky Friday,6.2,1896,2003.0,8.0
1693,19973,3.467,2002-10-25,Comedian,6.8,33,2002.0,10.0
1694,369524,5.24,2016-12-09,The Comedian,5.6,68,2016.0,12.0
1695,9524,1.687,1997-12-25,Comedian Harmonists,6.7,21,1997.0,12.0
1696,295990,0.6,2000-03-16,Comedian,0.0,0,2000.0,3.0
1697,15372,1.18,2007-11-05,Jimmy Carr: Comedian,7.5,14,2007.0,11.0
1698,126211,0.623,1976-12-18,Comedian Harmonists,8.5,1,1976.0,12.0
1699,263570,0.736,1957-02-14,The Comedian,7.0,2,1957.0,2.0
1700,64558,0.6,1997-12-24,The Comedian,0.0,0,1997.0,12.0
1701,26143,1.022,2006-01-01,Stewart Lee: 90s Comedian,7.7,6,2006.0,1.0
1702,137072,0.687,2013-05-31,The Comedian,3.7,3,2013.0,5.0
1703,50591,1.67,2010-03-11,The Little Comedian,5.9,5,2010.0,3.0
1704,442557,0.6,2017-02-15,The Comedian,0.0,0,2017.0,2.0
1705,523234,0.6,,The Comedian,0.0,0,,
1706,537599,0.6,2016-10-30,The Comedian,0.0,0,2016.0,10.0
1707,208806,0.973,2013-04-28,Dave Allen: God's Own Comedian,4.6,4,2013.0,4.0
1708,81170,0.621,1935-09-02,Only a Comedian,6.5,1,1935.0,9.0
1709,369077,0.6,2014-01-01,Stand Up! A Comedian Backstage,0.0,0,2014.0,1.0
1710,134469,0.6,2012-10-02,Demetri Martin: Standup Comedian,6.9,5,2012.0,10.0
1711,460788,0.818,2017-03-24,Top Funny Comedian The Movie,0.0,0,2017.0,3.0
1712,429058,0.6,1928-10-17,"Chaz Chase, The Unique Comedian",7.0,1,1928.0,10.0
1713,1926,4.657,2002-09-04,11'09''01 - September 11,6.5,47,2002.0,9.0
